ts,symbol,event_type,last_px,last_sz,side,bid_px_1,bid_sz_1,ask_px_1,ask_sz_1,bid_px_2,bid_sz_2,ask_px_2,ask_sz_2,bid_px_3,bid_sz_3,ask_px_3,ask_sz_3,bid_px_4,bid_sz_4,ask_px_4,ask_sz_4,bid_px_5,bid_sz_5,ask_px_5,ask_sz_5,bid_px_6,bid_sz_6,ask_px_6,ask_sz_6,bid_px_7,bid_sz_7,ask_px_7,ask_sz_7,bid_px_8,bid_sz_8,ask_px_8,ask_sz_8,bid_px_9,bid_sz_9,ask_px_9,ask_sz_9,bid_px_10,bid_sz_10,ask_px_10,ask_sz_10
220400000000,000001.SZ,quote,10.094846,3209,1,10.07746,1127,10.112231,3372,10.06746,4383,10.122231,2366,10.05746,2038,10.132231,4392,10.04746,3985,10.142231,4741,10.03746,2712,10.152231,559,10.02746,1226,10.162231,2151,10.01746,2688,10.172231,1087,10.00746,4525,10.182231,4651,9.99746,1063,10.192231,627,9.98746,547,10.202231,4489
220500000000,000001.SZ,quote,10.092514,936,1,10.077519,3324,10.107508,1332,10.067519,3052,10.117508,3436,10.057519,1308,10.127508,2791,10.047519,3442,10.137508,3177,10.037519,4859,10.147508,2051,10.027519,4945,10.157508,4484,10.017519,2242,10.167508,3642,10.007519,4997,10.177508,797,9.997519,4325,10.187508,1932,9.987519,3728,10.197508,3992
220600000000,000001.SZ,quote,10.093872,4339,-1,10.075113,4883,10.112632,2607,10.065113,2476,10.122632,4763,10.055113,4748,10.132632,1061,10.045113,3634,10.142632,4930,10.035113,3047,10.152632,4837,10.025113,1646,10.162632,4337,10.015113,1891,10.172632,2100,10.005113,690,10.182632,757,9.995113,4232,10.192632,643,9.985113,3053,10.202632,3655
220700000000,000001.SZ,quote,10.092525,2034,-1,10.077802,556,10.107248,3593,10.067802,521,10.117248,2643,10.057802,3429,10.127248,1518,10.047802,889,10.137248,4691,10.037802,1185,10.147248,4704,10.027802,4427,10.157248,2390,10.017802,2228,10.167248,932,10.007802,733,10.177248,1952,9.997802,4538,10.187248,3593,9.987802,2459,10.197248,1636
220800000000,000001.SZ,quote,10.094372,1462,-1,10.078716,4565,10.110028,2318,10.068716,3995,10.120028,3154,10.058716,985,10.130028,2644,10.048716,2200,10.140028,1697,10.038716,3660,10.150028,867,10.028716,3219,10.160028,893,10.018716,2632,10.170028,4303,10.008716,2415,10.180028,3421,9.998716,2227,10.190028,3181,9.988716,1653,10.200028,1845
220900000000,000001.SZ,quote,10.093882,3098,1,10.075287,2187,10.112477,929,10.065287,3317,10.122477,2213,10.055287,4335,10.132477,2055,10.045287,3000,10.142477,3524,10.035287,1290,10.152477,2095,10.025287,3340,10.162477,4058,10.015287,2924,10.172477,1688,10.005287,3947,10.182477,985,9.995287,3611,10.192477,1007,9.985287,708,10.202477,4255
221000000000,000001.SZ,quote,10.09182,190,1,10.077778,1234,10.105862,2616,10.067778,2485,10.115862,1437,10.057778,3668,10.125862,2883,10.047778,1246,10.135862,1064,10.037778,1229,10.145862,2139,10.027778,4057,10.155862,3507,10.017778,3939,10.165862,3043,10.007778,904,10.175862,1781,9.997778,3454,10.185862,2863,9.987778,1919,10.195862,4006
221100000000,000001.SZ,quote,10.089064,4523,-1,10.073762,1870,10.104366,2051,10.063762,4765,10.114366,2627,10.053762,2168,10.124366,3449,10.043762,4288,10.134366,2037,10.033762,4905,10.144366,3114,10.023762,2962,10.154366,3508,10.013762,1869,10.164366,1774,10.003762,3170,10.174366,1022,9.993762,4453,10.184366,2783,9.983762,4482,10.194366,3138
221200000000,000001.SZ,quote,10.08712,3747,1,10.072954,3411,10.101286,3761,10.062954,3500,10.111286,3077,10.052954,1336,10.121286,1830,10.042954,4718,10.131286,4703,10.032954,3228,10.141286,4068,10.022954,2153,10.151286,4891,10.012954,2041,10.161286,4007,10.002954,4517,10.171286,3841,9.992954,3968,10.181286,3343,9.982954,4219,10.191286,977
221300000000,000001.SZ,quote,10.085381,741,-1,10.067499,1545,10.103262,1084,10.057499,2510,10.113262,2339,10.047499,4725,10.123262,4538,10.037499,3419,10.133262,2222,10.027499,2644,10.143262,1962,10.017499,1103,10.153262,2968,10.007499,2853,10.163262,4688,9.997499,2257,10.173262,3250,9.987499,2863,10.183262,3216,9.977499,4219,10.193262,2863
221400000000,000001.SZ,quote,10.085764,1992,1,10.069553,4762,10.101975,2140,10.059553,1541,10.111975,3465,10.049553,1734,10.121975,3544,10.039553,2845,10.131975,2262,10.029553,794,10.141975,2075,10.019553,3298,10.151975,2538,10.009553,3282,10.161975,1916,9.999553,1024,10.171975,3383,9.989553,1017,10.181975,4515,9.979553,2103,10.191975,2847
221500000000,000001.SZ,quote,10.087503,274,1,10.072143,4862,10.102863,1742,10.062143,2595,10.112863,4352,10.052143,1335,10.122863,3432,10.042143,4397,10.132863,3128,10.032143,3901,10.142863,1363,10.022143,640,10.152863,4969,10.012143,880,10.162863,1129,10.002143,818,10.172863,2247,9.992143,665,10.182863,1829,9.982143,1970,10.192863,1340
221600000000,000001.SZ,quote,10.088797,2870,1,10.07512,1373,10.102474,1965,10.06512,1290,10.112474,3920,10.05512,4694,10.122474,2338,10.04512,1617,10.132474,2064,10.03512,1755,10.142474,3408,10.02512,2624,10.152474,1308,10.01512,2644,10.162474,1536,10.00512,1845,10.172474,3852,9.99512,2389,10.182474,1590,9.98512,3878,10.192474,1545
221700000000,000001.SZ,quote,10.08648,1762,1,10.072367,1371,10.100593,3253,10.062367,797,10.110593,2684,10.052367,3136,10.120593,1521,10.042367,3717,10.130593,4501,10.032367,4952,10.140593,4109,10.022367,4544,10.150593,4596,10.012367,764,10.160593,1142,10.002367,1521,10.170593,3391,9.992367,1322,10.180593,2204,9.982367,1963,10.190593,3962
221800000000,000001.SZ,quote,10.0867,1532,1,10.073211,2057,10.10019,3266,10.063211,3410,10.11019,2701,10.053211,3895,10.12019,832,10.043211,2200,10.13019,2074,10.033211,3669,10.14019,2042,10.023211,1209,10.15019,787,10.013211,3295,10.16019,4140,10.003211,1178,10.17019,4227,9.993211,2526,10.18019,1941,9.983211,2140,10.19019,4990
221900000000,000001.SZ,quote,10.084302,2873,-1,10.069955,4219,10.098648,4344,10.059955,4080,10.108648,1824,10.049955,3620,10.118648,554,10.039955,1992,10.128648,2263,10.029955,3201,10.138648,4018,10.019955,2828,10.148648,679,10.009955,2406,10.158648,619,9.999955,4875,10.168648,4051,9.989955,4668,10.178648,1141,9.979955,3556,10.188648,601
222000000000,000001.SZ,quote,10.084192,4158,1,10.067706,2280,10.100677,4797,10.057706,1386,10.110677,1510,10.047706,2878,10.120677,4269,10.037706,2735,10.130677,3684,10.027706,1464,10.140677,1919,10.017706,2420,10.150677,1183,10.007706,571,10.160677,795,9.997706,1663,10.170677,2868,9.987706,1245,10.180677,3467,9.977706,3259,10.190677,1426
222100000000,000001.SZ,quote,10.084158,4357,1,10.064856,2283,10.103461,4211,10.054856,2226,10.113461,3229,10.044856,2174,10.123461,2160,10.034856,1858,10.133461,4379,10.024856,780,10.143461,1569,10.014856,4634,10.153461,3791,10.004856,3845,10.163461,4059,9.994856,4609,10.173461,4045,9.984856,4866,10.183461,3522,9.974856,4918,10.193461,2700
222200000000,000001.SZ,quote,10.082434,1423,-1,10.069722,986,10.095145,3818,10.059722,3404,10.105145,1190,10.049722,2996,10.115145,2573,10.039722,4281,10.125145,2193,10.029722,3797,10.135145,3479,10.019722,2877,10.145145,2146,10.009722,1140,10.155145,649,9.999722,3284,10.165145,3397,9.989722,4095,10.175145,4557,9.979722,1043,10.185145,870
222300000000,000001.SZ,quote,10.085027,1278,1,10.067584,3207,10.10247,3894,10.057584,839,10.11247,4971,10.047584,3208,10.12247,4989,10.037584,3637,10.13247,4197,10.027584,2048,10.14247,3217,10.017584,4771,10.15247,2952,10.007584,2169,10.16247,2595,9.997584,1819,10.17247,2042,9.987584,1317,10.18247,2644,9.977584,2765,10.19247,3231
222400000000,000001.SZ,quote,10.08303,2931,1,10.070218,871,10.095841,3975,10.060218,1638,10.105841,540,10.050218,4695,10.115841,1380,10.040218,864,10.125841,2732,10.030218,891,10.135841,1445,10.020218,3096,10.145841,1516,10.010218,2973,10.155841,1350,10.000218,2890,10.165841,517,9.990218,3434,10.175841,988,9.980218,3356,10.185841,616
222500000000,000001.SZ,quote,10.084021,2281,1,10.066389,2734,10.101653,1823,10.056389,3789,10.111653,2295,10.046389,3896,10.121653,2586,10.036389,1091,10.131653,1996,10.026389,1907,10.141653,3874,10.016389,2983,10.151653,4204,10.006389,1611,10.161653,3123,9.996389,2686,10.171653,2295,9.986389,1960,10.181653,2837,9.976389,3289,10.191653,2235
222600000000,000001.SZ,quote,10.084619,207,1,10.066828,1536,10.10241,2576,10.056828,714,10.11241,4898,10.046828,1185,10.12241,4215,10.036828,2819,10.13241,2764,10.026828,1632,10.14241,3509,10.016828,2443,10.15241,3778,10.006828,4824,10.16241,3264,9.996828,2021,10.17241,4204,9.986828,4043,10.18241,4621,9.976828,1949,10.19241,656
222700000000,000001.SZ,quote,10.085029,4596,-1,10.068645,1855,10.101414,1748,10.058645,3012,10.111414,3647,10.048645,3693,10.121414,1507,10.038645,2627,10.131414,1807,10.028645,4898,10.141414,820,10.018645,4499,10.151414,513,10.008645,1822,10.161414,565,9.998645,4334,10.171414,625,9.988645,4066,10.181414,2522,9.978645,3432,10.191414,1331
222800000000,000001.SZ,quote,10.087016,734,-1,10.069525,4343,10.104506,3298,10.059525,2246,10.114506,2431,10.049525,1460,10.124506,4103,10.039525,949,10.134506,1608,10.029525,3369,10.144506,2169,10.019525,2459,10.154506,4586,10.009525,4382,10.164506,513,9.999525,4853,10.174506,3688,9.989525,921,10.184506,3026,9.979525,2430,10.194506,4331
222900000000,000001.SZ,quote,10.088596,4608,1,10.069227,1975,10.107964,3512,10.059227,2124,10.117964,4327,10.049227,1207,10.127964,4533,10.039227,1633,10.137964,790,10.029227,1440,10.147964,3148,10.019227,2387,10.157964,2467,10.009227,2360,10.167964,703,9.999227,560,10.177964,2135,9.989227,2026,10.187964,3257,9.979227,3635,10.197964,3905
223000000000,000001.SZ,quote,10.087225,650,-1,10.069117,2432,10.105333,1073,10.059117,1322,10.115333,3422,10.049117,1249,10.125333,3896,10.039117,4621,10.135333,2357,10.029117,2881,10.145333,4918,10.019117,2966,10.155333,1793,10.009117,1655,10.165333,3877,9.999117,4041,10.175333,2117,9.989117,1211,10.185333,3514,9.979117,2979,10.195333,2238
223100000000,000001.SZ,quote,10.084331,340,-1,10.065287,3049,10.103375,1462,10.055287,2521,10.113375,1123,10.045287,3414,10.123375,3620,10.035287,3306,10.133375,2105,10.025287,3606,10.143375,4039,10.015287,4564,10.153375,1220,10.005287,2197,10.163375,3784,9.995287,3007,10.173375,3930,9.985287,2103,10.183375,3192,9.975287,1183,10.193375,2969
223200000000,000001.SZ,quote,10.08328,1211,-1,10.06981,1640,10.09675,3163,10.05981,2272,10.10675,3029,10.04981,4690,10.11675,3129,10.03981,2031,10.12675,4160,10.02981,2234,10.13675,2594,10.01981,3828,10.14675,3410,10.00981,4089,10.15675,4236,9.99981,3082,10.16675,2465,9.98981,2312,10.17675,3338,9.97981,1944,10.18675,1477
223300000000,000001.SZ,quote,10.084294,3274,1,10.068324,553,10.100264,4048,10.058324,2862,10.110264,1223,10.048324,1676,10.120264,2107,10.038324,1125,10.130264,3149,10.028324,2801,10.140264,835,10.018324,1774,10.150264,3024,10.008324,2640,10.160264,4270,9.998324,4620,10.170264,2174,9.988324,568,10.180264,4207,9.978324,3236,10.190264,619
223400000000,000001.SZ,quote,10.081936,4175,-1,10.068362,2052,10.095511,2706,10.058362,1442,10.105511,2570,10.048362,1337,10.115511,635,10.038362,3336,10.125511,1527,10.028362,3616,10.135511,3751,10.018362,2146,10.145511,3886,10.008362,2937,10.155511,1869,9.998362,4304,10.165511,1751,9.988362,1107,10.175511,2035,9.978362,3827,10.185511,2642
223500000000,000001.SZ,quote,10.083042,1760,1,10.063512,4484,10.102571,3925,10.053512,4675,10.112571,4440,10.043512,4051,10.122571,4422,10.033512,3004,10.132571,3693,10.023512,4426,10.142571,2023,10.013512,3665,10.152571,4709,10.003512,3845,10.162571,2093,9.993512,539,10.172571,1229,9.983512,2404,10.182571,2188,9.973512,2307,10.192571,1586
223600000000,000001.SZ,quote,10.082971,4606,-1,10.064772,1275,10.10117,4204,10.054772,509,10.11117,1900,10.044772,3916,10.12117,4464,10.034772,1488,10.13117,3652,10.024772,1077,10.14117,2929,10.014772,2819,10.15117,1270,10.004772,4924,10.16117,3382,9.994772,1479,10.17117,3024,9.984772,4265,10.18117,3405,9.974772,3960,10.19117,1509
223700000000,000001.SZ,quote,10.085819,1810,1,10.067907,3172,10.103731,1730,10.057907,3763,10.113731,739,10.047907,3930,10.123731,4722,10.037907,2006,10.133731,1791,10.027907,4610,10.143731,4255,10.017907,3067,10.153731,3809,10.007907,1086,10.163731,3013,9.997907,1193,10.173731,588,9.987907,3615,10.183731,3633,9.977907,1072,10.193731,3519
223800000000,000001.SZ,quote,10.086509,1656,-1,10.069544,3263,10.103474,4201,10.059544,4823,10.113474,876,10.049544,4982,10.123474,4634,10.039544,3244,10.133474,854,10.029544,3969,10.143474,622,10.019544,2066,10.153474,949,10.009544,2323,10.163474,2839,9.999544,4453,10.173474,1083,9.989544,1141,10.183474,2007,9.979544,903,10.193474,1624
223900000000,000001.SZ,quote,10.086321,1238,-1,10.074125,4826,10.098518,3470,10.064125,3207,10.108518,1297,10.054125,1641,10.118518,1762,10.044125,788,10.128518,4306,10.034125,1748,10.138518,1705,10.024125,2113,10.148518,874,10.014125,2176,10.158518,2486,10.004125,3544,10.168518,1729,9.994125,2323,10.178518,2337,9.984125,4931,10.188518,3443
224000000000,000001.SZ,quote,10.083727,2075,1,10.066137,4346,10.101317,2495,10.056137,4932,10.111317,4249,10.046137,1788,10.121317,4096,10.036137,4332,10.131317,3695,10.026137,4084,10.141317,4870,10.016137,1781,10.151317,2514,10.006137,3707,10.161317,562,9.996137,2900,10.171317,1993,9.986137,1566,10.181317,3639,9.976137,3843,10.191317,3195
224100000000,000001.SZ,quote,10.081351,2231,1,10.067306,3275,10.095397,4264,10.057306,2718,10.105397,2121,10.047306,693,10.115397,3800,10.037306,1771,10.125397,690,10.027306,3630,10.135397,4824,10.017306,1029,10.145397,3034,10.007306,2947,10.155397,1510,9.997306,4643,10.165397,4096,9.987306,1656,10.175397,912,9.977306,1918,10.185397,4710
224200000000,000001.SZ,quote,10.078826,138,1,10.065158,2446,10.092494,2289,10.055158,1480,10.102494,2872,10.045158,1189,10.112494,1451,10.035158,1118,10.122494,4088,10.025158,3860,10.132494,2541,10.015158,2097,10.142494,673,10.005158,3265,10.152494,510,9.995158,4223,10.162494,2790,9.985158,3283,10.172494,932,9.975158,2812,10.182494,2817
224300000000,000001.SZ,quote,10.077261,3712,-1,10.058274,1860,10.096247,548,10.048274,1663,10.106247,4760,10.038274,2801,10.116247,2660,10.028274,1413,10.126247,3853,10.018274,1208,10.136247,3594,10.008274,2245,10.146247,3846,9.998274,1965,10.156247,2736,9.988274,976,10.166247,4756,9.978274,4810,10.176247,3207,9.968274,1439,10.186247,4004
224400000000,000001.SZ,quote,10.075656,950,-1,10.061732,4514,10.089581,614,10.051732,3122,10.099581,4454,10.041732,2910,10.109581,1126,10.031732,808,10.119581,2489,10.021732,4398,10.129581,3866,10.011732,1800,10.139581,1935,10.001732,3894,10.149581,3241,9.991732,2693,10.159581,1500,9.981732,3173,10.169581,1553,9.971732,3450,10.179581,4875
224500000000,000001.SZ,quote,10.073918,3635,-1,10.059119,3079,10.088718,4539,10.049119,4735,10.098718,1100,10.039119,1471,10.108718,3869,10.029119,2817,10.118718,2777,10.019119,4053,10.128718,3863,10.009119,4599,10.138718,2750,9.999119,4422,10.148718,1371,9.989119,2057,10.158718,1897,9.979119,980,10.168718,1323,9.969119,982,10.178718,1956
224600000000,000001.SZ,quote,10.075911,2872,1,10.05872,1489,10.093102,1306,10.04872,3511,10.103102,4806,10.03872,1165,10.113102,1489,10.02872,935,10.123102,1268,10.01872,2836,10.133102,3645,10.00872,873,10.143102,1578,9.99872,2067,10.153102,3536,9.98872,2547,10.163102,3267,9.97872,3753,10.173102,4672,9.96872,1835,10.183102,4679
224700000000,000001.SZ,quote,10.076464,2317,-1,10.063685,4906,10.089243,1431,10.053685,1651,10.099243,2485,10.043685,3257,10.109243,4012,10.033685,2366,10.119243,1168,10.023685,3769,10.129243,4556,10.013685,3633,10.139243,3737,10.003685,901,10.149243,1670,9.993685,4210,10.159243,1278,9.983685,3752,10.169243,1975,9.973685,4294,10.179243,4830
224800000000,000001.SZ,quote,10.07884,2349,1,10.062402,4699,10.095278,4267,10.052402,1234,10.105278,4966,10.042402,1128,10.115278,2128,10.032402,4856,10.125278,2380,10.022402,3016,10.135278,4584,10.012402,4134,10.145278,874,10.002402,3351,10.155278,1226,9.992402,603,10.165278,2593,9.982402,4385,10.175278,2405,9.972402,513,10.185278,750
224900000000,000001.SZ,quote,10.076949,873,-1,10.060812,1431,10.093086,1144,10.050812,2941,10.103086,4687,10.040812,1914,10.113086,3048,10.030812,1256,10.123086,2964,10.020812,2417,10.133086,671,10.010812,2744,10.143086,2921,10.000812,3032,10.153086,3627,9.990812,4304,10.163086,4862,9.980812,2930,10.173086,1701,9.970812,3184,10.183086,3880
225000000000,000001.SZ,quote,10.075275,228,-1,10.058638,1249,10.091913,4199,10.048638,3938,10.101913,4808,10.038638,2352,10.111913,2521,10.028638,2767,10.121913,3446,10.018638,559,10.131913,1001,10.008638,2616,10.141913,1351,9.998638,3482,10.151913,1231,9.988638,1209,10.161913,2122,9.978638,858,10.171913,2256,9.968638,715,10.181913,4131
225100000000,000001.SZ,quote,10.076932,677,1,10.05806,534,10.095803,3671,10.04806,1370,10.105803,3676,10.03806,3792,10.115803,2692,10.02806,3889,10.125803,3046,10.01806,4911,10.135803,1609,10.00806,753,10.145803,4777,9.99806,4503,10.155803,1536,9.98806,4849,10.165803,3035,9.97806,4786,10.175803,1080,9.96806,4693,10.185803,1365
225200000000,000001.SZ,quote,10.077139,1244,-1,10.060546,2800,10.093732,2584,10.050546,2597,10.103732,956,10.040546,3175,10.113732,3530,10.030546,4103,10.123732,1664,10.020546,3032,10.133732,4583,10.010546,4278,10.143732,1901,10.000546,1179,10.153732,2322,9.990546,3858,10.163732,2105,9.980546,3807,10.173732,1751,9.970546,709,10.183732,1109
225300000000,000001.SZ,quote,10.076588,2332,1,10.056985,1397,10.096191,4408,10.046985,1790,10.106191,2086,10.036985,1059,10.116191,734,10.026985,1012,10.126191,4095,10.016985,957,10.136191,3697,10.006985,3969,10.146191,4817,9.996985,3579,10.156191,2488,9.986985,4087,10.166191,1599,9.976985,1318,10.176191,4969,9.966985,3473,10.186191,2265
225400000000,000001.SZ,quote,10.078642,2149,-1,10.062533,2996,10.094751,4443,10.052533,822,10.104751,3499,10.042533,4240,10.114751,1223,10.032533,1801,10.124751,3912,10.022533,3102,10.134751,3680,10.012533,3338,10.144751,3646,10.002533,2779,10.154751,1326,9.992533,4009,10.164751,3084,9.982533,3736,10.174751,3692,9.972533,3937,10.184751,4248
225500000000,000001.SZ,quote,10.076213,1018,-1,10.060546,1473,10.09188,1649,10.050546,819,10.10188,4548,10.040546,647,10.11188,1356,10.030546,4778,10.12188,644,10.020546,3265,10.13188,4812,10.010546,2070,10.14188,3508,10.000546,3963,10.15188,4518,9.990546,2021,10.16188,3852,9.980546,1994,10.17188,3461,9.970546,3277,10.18188,1624
225600000000,000001.SZ,quote,10.075284,2962,-1,10.059916,2446,10.090652,2036,10.049916,3344,10.100652,4704,10.039916,2614,10.110652,4886,10.029916,886,10.120652,4724,10.019916,3922,10.130652,1037,10.009916,4628,10.140652,4031,9.999916,4731,10.150652,2066,9.989916,582,10.160652,2571,9.979916,2172,10.170652,2795,9.969916,1688,10.180652,1819
225700000000,000001.SZ,quote,10.07584,4163,1,10.056846,2276,10.094834,1571,10.046846,1514,10.104834,527,10.036846,1028,10.114834,2469,10.026846,2294,10.124834,4957,10.016846,2279,10.134834,578,10.006846,612,10.144834,2798,9.996846,560,10.154834,888,9.986846,2525,10.164834,4513,9.976846,3943,10.174834,3323,9.966846,3033,10.184834,630
225800000000,000001.SZ,quote,10.073476,2878,1,10.059044,3226,10.087908,503,10.049044,1712,10.097908,3383,10.039044,4187,10.107908,4991,10.029044,4501,10.117908,805,10.019044,880,10.127908,3161,10.009044,961,10.137908,1671,9.999044,4276,10.147908,556,9.989044,2721,10.157908,3702,9.979044,2080,10.167908,3735,9.969044,1057,10.177908,1412
225900000000,000001.SZ,quote,10.073574,4373,1,10.060031,2684,10.087117,4846,10.050031,4930,10.097117,2037,10.040031,3616,10.107117,1590,10.030031,3846,10.117117,3896,10.020031,1151,10.127117,3883,10.010031,2088,10.137117,3685,10.000031,4146,10.147117,4391,9.990031,1044,10.157117,4230,9.980031,4249,10.167117,3107,9.970031,2017,10.177117,3867
226000000000,000001.SZ,quote,10.074869,2550,-1,10.057421,3651,10.092318,1313,10.047421,3428,10.102318,2728,10.037421,4925,10.112318,4285,10.027421,4922,10.122318,4958,10.017421,1220,10.132318,2669,10.007421,1288,10.142318,1632,9.997421,2612,10.152318,3186,9.987421,1842,10.162318,4142,9.977421,4369,10.172318,790,9.967421,3462,10.182318,812
226100000000,000001.SZ,quote,10.076625,3970,1,10.058188,3268,10.095062,835,10.048188,3138,10.105062,4022,10.038188,1835,10.115062,2675,10.028188,2919,10.125062,4876,10.018188,1158,10.135062,4952,10.008188,4896,10.145062,4865,9.998188,3657,10.155062,4120,9.988188,4731,10.165062,3514,9.978188,704,10.175062,1330,9.968188,2349,10.185062,1424
226200000000,000001.SZ,quote,10.079146,3878,-1,10.065538,4090,10.092753,2780,10.055538,1161,10.102753,2947,10.045538,1878,10.112753,679,10.035538,1329,10.122753,2472,10.025538,2764,10.132753,4906,10.015538,3036,10.142753,2235,10.005538,1929,10.152753,4971,9.995538,1115,10.162753,3044,9.985538,636,10.172753,2899,9.975538,3698,10.182753,1949
226300000000,000001.SZ,quote,10.078017,1705,1,10.061754,4104,10.094281,2015,10.051754,2266,10.104281,3863,10.041754,1831,10.114281,4444,10.031754,2361,10.124281,2405,10.021754,888,10.134281,4608,10.011754,594,10.144281,2481,10.001754,3005,10.154281,3109,9.991754,2930,10.164281,3038,9.981754,3750,10.174281,4596,9.971754,2820,10.184281,2539
226400000000,000001.SZ,quote,10.080803,614,-1,10.067373,3136,10.094232,2924,10.057373,3670,10.104232,3929,10.047373,1333,10.114232,4490,10.037373,4272,10.124232,2041,10.027373,968,10.134232,4368,10.017373,524,10.144232,1122,10.007373,4603,10.154232,2784,9.997373,3750,10.164232,4152,9.987373,3935,10.174232,1058,9.977373,4312,10.184232,657
226500000000,000001.SZ,quote,10.081383,859,-1,10.066405,2264,10.096361,3376,10.056405,3809,10.106361,1835,10.046405,3109,10.116361,4452,10.036405,3759,10.126361,1589,10.026405,1064,10.136361,964,10.016405,775,10.146361,1667,10.006405,4814,10.156361,711,9.996405,3338,10.166361,4216,9.986405,3313,10.176361,3560,9.976405,690,10.186361,696
226600000000,000001.SZ,quote,10.083208,2539,1,10.065086,1103,10.101329,3321,10.055086,3993,10.111329,3631,10.045086,2451,10.121329,838,10.035086,3566,10.131329,4176,10.025086,1781,10.141329,4570,10.015086,3555,10.151329,4053,10.005086,1767,10.161329,2035,9.995086,678,10.171329,1841,9.985086,1430,10.181329,4194,9.975086,3115,10.191329,4929
226700000000,000001.SZ,quote,10.083617,4698,-1,10.065038,679,10.102196,3124,10.055038,2088,10.112196,4264,10.045038,739,10.122196,1462,10.035038,2358,10.132196,4416,10.025038,3714,10.142196,736,10.015038,4238,10.152196,2013,10.005038,539,10.162196,2273,9.995038,1750,10.172196,2787,9.985038,4755,10.182196,2083,9.975038,1653,10.192196,2363
226800000000,000001.SZ,quote,10.084505,4045,1,10.065376,3944,10.103635,4526,10.055376,4398,10.113635,2719,10.045376,3579,10.123635,3678,10.035376,4967,10.133635,3163,10.025376,2175,10.143635,2025,10.015376,2771,10.153635,1456,10.005376,2904,10.163635,4639,9.995376,2817,10.173635,1779,9.985376,3928,10.183635,4663,9.975376,788,10.193635,4487
226900000000,000001.SZ,quote,10.084153,2441,1,10.068343,3322,10.099963,4838,10.058343,3275,10.109963,4096,10.048343,4998,10.119963,3545,10.038343,3731,10.129963,2951,10.028343,3503,10.139963,1218,10.018343,1970,10.149963,2769,10.008343,1626,10.159963,4173,9.998343,2483,10.169963,2673,9.988343,3661,10.179963,4908,9.978343,1543,10.189963,3475
227000000000,000001.SZ,quote,10.0817,1603,1,10.066933,2202,10.096467,3172,10.056933,1383,10.106467,1208,10.046933,4325,10.116467,4436,10.036933,4844,10.126467,3721,10.026933,2470,10.136467,2626,10.016933,1056,10.146467,2742,10.006933,2831,10.156467,4419,9.996933,4474,10.166467,4115,9.986933,2962,10.176467,4144,9.976933,3838,10.186467,2112
227100000000,000001.SZ,quote,10.082206,733,-1,10.064934,2083,10.099477,1051,10.054934,4791,10.109477,4898,10.044934,4094,10.119477,1966,10.034934,4573,10.129477,4485,10.024934,3925,10.139477,948,10.014934,3857,10.149477,4918,10.004934,4641,10.159477,4775,9.994934,3629,10.169477,4088,9.984934,2816,10.179477,1931,9.974934,575,10.189477,3207
227200000000,000001.SZ,quote,10.083322,2757,1,10.071079,4882,10.095565,2925,10.061079,3804,10.105565,1937,10.051079,1681,10.115565,1070,10.041079,3819,10.125565,2214,10.031079,2645,10.135565,3833,10.021079,3207,10.145565,1258,10.011079,4852,10.155565,3815,10.001079,3104,10.165565,1428,9.991079,3335,10.175565,2406,9.981079,1203,10.185565,1586
227300000000,000001.SZ,quote,10.080704,2012,-1,10.061567,4610,10.099841,4467,10.051567,884,10.109841,4855,10.041567,4023,10.119841,4669,10.031567,3999,10.129841,3079,10.021567,1385,10.139841,2576,10.011567,4077,10.149841,3857,10.001567,934,10.159841,1339,9.991567,4548,10.169841,615,9.981567,3366,10.179841,2440,9.971567,3897,10.189841,4293
227400000000,000001.SZ,quote,10.077926,2842,1,10.05796,1851,10.097892,2007,10.04796,3675,10.107892,3025,10.03796,1137,10.117892,1595,10.02796,2654,10.127892,3660,10.01796,3564,10.137892,3243,10.00796,1763,10.147892,3459,9.99796,4483,10.157892,4205,9.98796,2102,10.167892,3098,9.97796,1439,10.177892,3607,9.96796,4948,10.187892,2453
227500000000,000001.SZ,quote,10.075763,1573,-1,10.056238,4293,10.095289,1518,10.046238,1176,10.105289,2255,10.036238,1161,10.115289,4599,10.026238,911,10.125289,990,10.016238,1672,10.135289,1173,10.006238,2777,10.145289,4750,9.996238,921,10.155289,761,9.986238,4871,10.165289,2580,9.976238,4127,10.175289,3080,9.966238,3226,10.185289,3448
227600000000,000001.SZ,quote,10.075443,2476,-1,10.059556,1726,10.09133,1978,10.049556,2375,10.10133,1059,10.039556,2042,10.11133,1543,10.029556,1043,10.12133,2474,10.019556,3906,10.13133,3696,10.009556,2651,10.14133,4739,9.999556,2539,10.15133,3435,9.989556,4702,10.16133,581,9.979556,4795,10.17133,2724,9.969556,3695,10.18133,4726
227700000000,000001.SZ,quote,10.077321,1232,1,10.061343,3085,10.093299,4681,10.051343,2735,10.103299,3243,10.041343,3997,10.113299,1660,10.031343,4384,10.123299,1376,10.021343,2052,10.133299,4319,10.011343,936,10.143299,1676,10.001343,2625,10.153299,2948,9.991343,3714,10.163299,4802,9.981343,2766,10.173299,3348,9.971343,4938,10.183299,738
